Method	ComboName	optionID	MergedFPR	optionTPR	cutoff	FPR	TPR	M6APeakModel	TPRmFPR	maxTPRmFPR	Mode
exomePeak2	Combo19	mean_Tx_bin50_P1	0.47	0.68	1.12	0.47	0.81	SYSY	0.34	0.56	
MACS2	Combo45	mean_Ex_bin100_P0.5	0.47	0.74	1.44	0.47	0.81	SYSY	0.34	0.56	
TRESS	Combo40	mean_Tx_bin100_P0.5	0.47	0.7	1.25	0.47	0.81	SYSY	0.34	0.56	
TRESS	Combo67	mean_Ex_bin100_P0.5	0.48	0.48	1.3	0.48	0.81	SYSY	0.33	0.56	
MACS2	Combo13	mean_Ex_bin100_P0.5	0.48	0.73	1.25	0.48	0.81	SYSY	0.33	0.56	
MeRIPtools	Combo12	mean_Ex_bin0_P0.5	0.48	0.07	1.22	0.48	0.81	SYSY	0.33	0.56	
exomePeak2	Combo19	mean_Tx_bin50_P1	0.48	0.69	1.09	0.48	0.81	SYSY	0.33	0.56	
MACS2	Combo45	mean_Ex_bin100_P0.5	0.48	0.74	1.41	0.48	0.81	SYSY	0.33	0.56	
TRESS	Combo40	mean_Tx_bin100_P0.5	0.48	0.7	1.25	0.48	0.81	SYSY	0.33	0.56	
TRESS	Combo67	mean_Ex_bin100_P0.5	0.49	0.48	1.26	0.49	0.82	SYSY	0.33	0.56	
MACS2	Combo13	mean_Ex_bin100_P0.5	0.49	0.74	1.2	0.49	0.82	SYSY	0.33	0.56	
MeRIPtools	Combo12	mean_Ex_bin0_P0.5	0.49	0.07	1.22	0.49	0.82	SYSY	0.33	0.56	
exomePeak2	Combo19	mean_Tx_bin50_P1	0.49	0.69	1.09	0.49	0.82	SYSY	0.33	0.56	
MACS2	Combo45	mean_Ex_bin100_P0.5	0.49	0.74	1.37	0.49	0.82	SYSY	0.33	0.56	
TRESS	Combo40	mean_Tx_bin100_P0.5	0.49	0.7	1.22	0.49	0.82	SYSY	0.33	0.56	
TRESS	Combo67	mean_Ex_bin100_P0.5	0.5	0.48	1.26	0.5	0.82	SYSY	0.32	0.56	
MACS2	Combo13	mean_Ex_bin100_P0.5	0.5	0.74	1.2	0.5	0.82	SYSY	0.32	0.56	
MeRIPtools	Combo12	mean_Ex_bin0_P0.5	0.5	0.07	1.16	0.5	0.82	SYSY	0.32	0.56	
exomePeak2	Combo19	mean_Tx_bin50_P1	0.5	0.69	1.09	0.5	0.82	SYSY	0.32	0.56	
MACS2	Combo45	mean_Ex_bin100_P0.5	0.5	0.74	1.37	0.5	0.82	SYSY	0.32	0.56	
TRESS	Combo40	mean_Tx_bin100_P0.5	0.5	0.7	1.2	0.5	0.82	SYSY	0.32	0.56	
TRESS	Combo67	mean_Ex_bin100_P0.5	0.51	0.48	1.22	0.51	0.82	SYSY	0.31	0.56	
MACS2	Combo13	mean_Ex_bin100_P0.5	0.51	0.74	1.16	0.51	0.82	SYSY	0.31	0.56	
MeRIPtools	Combo12	mean_Ex_bin0_P0.5	0.51	0.07	1.16	0.51	0.82	SYSY	0.31	0.56	
exomePeak2	Combo19	mean_Tx_bin50_P1	0.51	0.69	1.09	0.51	0.82	SYSY	0.31	0.56	
MACS2	Combo45	mean_Ex_bin100_P0.5	0.51	0.75	1.34	0.51	0.82	SYSY	0.31	0.56	
TRESS	Combo40	mean_Tx_bin100_P0.5	0.51	0.7	1.2	0.51	0.82	SYSY	0.31	0.56	
TRESS	Combo67	mean_Ex_bin100_P0.5	0.52	0.48	1.22	0.52	0.82	SYSY	0.3	0.56	
MACS2	Combo13	mean_Ex_bin100_P0.5	0.52	0.74	1.12	0.52	0.82	SYSY	0.3	0.56	
MeRIPtools	Combo12	mean_Ex_bin0_P0.5	0.52	0.07	1.09	0.52	0.82	SYSY	0.3	0.56	
exomePeak2	Combo19	mean_Tx_bin50_P1	0.52	0.69	1.09	0.52	0.82	SYSY	0.3	0.56	
MACS2	Combo45	mean_Ex_bin100_P0.5	0.52	0.76	1.3	0.52	0.82	SYSY	0.3	0.56	
TRESS	Combo40	mean_Tx_bin100_P0.5	0.52	0.7	1.18	0.52	0.82	SYSY	0.3	0.56	
TRESS	Combo67	mean_Ex_bin100_P0.5	0.53	0.48	1.18	0.53	0.82	SYSY	0.29	0.56	
MACS2	Combo13	mean_Ex_bin100_P0.5	0.53	0.74	1.12	0.53	0.82	SYSY	0.29	0.56	
MeRIPtools	Combo12	mean_Ex_bin0_P0.5	0.53	0.07	1.09	0.53	0.82	SYSY	0.29	0.56	
exomePeak2	Combo19	mean_Tx_bin50_P1	0.53	0.69	1.03	0.53	0.82	SYSY	0.29	0.56	
MACS2	Combo45	mean_Ex_bin100_P0.5	0.53	0.76	1.3	0.53	0.82	SYSY	0.29	0.56	
TRESS	Combo40	mean_Tx_bin100_P0.5	0.53	0.7	1.18	0.53	0.82	SYSY	0.29	0.56	
TRESS	Combo67	mean_Ex_bin100_P0.5	0.54	0.48	1.18	0.54	0.82	SYSY	0.28	0.56	
MACS2	Combo13	mean_Ex_bin100_P0.5	0.54	0.74	1.12	0.54	0.82	SYSY	0.28	0.56	
MeRIPtools	Combo12	mean_Ex_bin0_P0.5	0.54	0.07	1.04	0.54	0.82	SYSY	0.28	0.56	
exomePeak2	Combo19	mean_Tx_bin50_P1	0.54	0.69	1.03	0.54	0.82	SYSY	0.28	0.56	
MACS2	Combo45	mean_Ex_bin100_P0.5	0.54	0.76	1.26	0.54	0.82	SYSY	0.28	0.56	
TRESS	Combo40	mean_Tx_bin100_P0.5	0.54	0.7	1.17	0.54	0.82	SYSY	0.28	0.56	
TRESS	Combo67	mean_Ex_bin100_P0.5	0.55	0.48	1.13	0.55	0.82	SYSY	0.27	0.56	
MACS2	Combo13	mean_Ex_bin100_P0.5	0.55	0.75	1.09	0.55	0.82	SYSY	0.27	0.56	
MeRIPtools	Combo12	mean_Ex_bin0_P0.5	0.55	0.07	1.04	0.55	0.82	SYSY	0.27	0.56	
exomePeak2	Combo19	mean_Tx_bin50_P1	0.55	0.69	1.03	0.55	0.82	SYSY	0.27	0.56	
MACS2	Combo45	mean_Ex_bin100_P0.5	0.55	0.76	1.22	0.55	0.82	SYSY	0.27	0.56	
TRESS	Combo40	mean_Tx_bin100_P0.5	0.55	0.7	1.17	0.55	0.82	SYSY	0.27	0.56	
TRESS	Combo67	mean_Ex_bin100_P0.5	0.56	0.48	1.13	0.56	0.83	SYSY	0.27	0.56	
MACS2	Combo13	mean_Ex_bin100_P0.5	0.56	0.75	1.06	0.56	0.83	SYSY	0.27	0.56	
MeRIPtools	Combo12	mean_Ex_bin0_P0.5	0.56	0.07	1.04	0.56	0.83	SYSY	0.27	0.56	
exomePeak2	Combo19	mean_Tx_bin50_P1	0.56	0.69	1.03	0.56	0.83	SYSY	0.27	0.56	
MACS2	Combo45	mean_Ex_bin100_P0.5	0.56	0.78	1.18	0.56	0.83	SYSY	0.27	0.56	
TRESS	Combo40	mean_Tx_bin100_P0.5	0.56	0.7	1.15	0.56	0.83	SYSY	0.27	0.56	
TRESS	Combo67	mean_Ex_bin100_P0.5	0.57	0.48	1.08	0.57	0.84	SYSY	0.27	0.56	
MACS2	Combo13	mean_Ex_bin100_P0.5	0.57	0.75	1.06	0.57	0.84	SYSY	0.27	0.56	
MeRIPtools	Combo12	mean_Ex_bin0_P0.5	0.57	0.07	1.04	0.57	0.84	SYSY	0.27	0.56	
exomePeak2	Combo19	mean_Tx_bin50_P1	0.57	0.69	1.03	0.57	0.84	SYSY	0.27	0.56	
MACS2	Combo45	mean_Ex_bin100_P0.5	0.57	0.78	1.18	0.57	0.84	SYSY	0.27	0.56	
TRESS	Combo40	mean_Tx_bin100_P0.5	0.57	0.7	1.14	0.57	0.84	SYSY	0.27	0.56	
TRESS	Combo67	mean_Ex_bin100_P0.5	0.58	0.48	1.08	0.58	0.84	SYSY	0.26	0.56	
MACS2	Combo13	mean_Ex_bin100_P0.5	0.58	0.75	1.03	0.58	0.84	SYSY	0.26	0.56	
MeRIPtools	Combo12	mean_Ex_bin0_P0.5	0.58	0.07	1.04	0.58	0.84	SYSY	0.26	0.56	
exomePeak2	Combo19	mean_Tx_bin50_P1	0.58	0.69	1.03	0.58	0.84	SYSY	0.26	0.56	
MACS2	Combo45	mean_Ex_bin100_P0.5	0.58	0.78	1.15	0.58	0.84	SYSY	0.26	0.56	
TRESS	Combo40	mean_Tx_bin100_P0.5	0.58	0.7	1.12	0.58	0.84	SYSY	0.26	0.56	
TRESS	Combo67	mean_Ex_bin100_P0.5	0.59	0.48	1.08	0.59	0.84	SYSY	0.25	0.56	
MACS2	Combo13	mean_Ex_bin100_P0.5	0.59	0.75	1.03	0.59	0.84	SYSY	0.25	0.56	
MeRIPtools	Combo12	mean_Ex_bin0_P0.5	0.59	0.07	1.04	0.59	0.84	SYSY	0.25	0.56	
exomePeak2	Combo19	mean_Tx_bin50_P1	0.59	0.69	1.03	0.59	0.84	SYSY	0.25	0.56	
MACS2	Combo45	mean_Ex_bin100_P0.5	0.59	0.78	1.11	0.59	0.84	SYSY	0.25	0.56	
TRESS	Combo40	mean_Tx_bin100_P0.5	0.59	0.7	1.1	0.59	0.84	SYSY	0.25	0.56	
TRESS	Combo67	mean_Ex_bin100_P0.5	0.6	0.48	1.08	0.6	0.84	SYSY	0.24	0.56	
MACS2	Combo13	mean_Ex_bin100_P0.5	0.6	0.75	1.03	0.6	0.84	SYSY	0.24	0.56	
MeRIPtools	Combo12	mean_Ex_bin0_P0.5	0.6	0.07	1.04	0.6	0.84	SYSY	0.24	0.56	
exomePeak2	Combo19	mean_Tx_bin50_P1	0.6	0.69	1.03	0.6	0.84	SYSY	0.24	0.56	
MACS2	Combo45	mean_Ex_bin100_P0.5	0.6	0.78	1.11	0.6	0.84	SYSY	0.24	0.56	
TRESS	Combo40	mean_Tx_bin100_P0.5	0.6	0.7	1.1	0.6	0.84	SYSY	0.24	0.56	
TRESS	Combo67	mean_Ex_bin100_P0.5	0.61	0.48	1.08	0.61	0.84	SYSY	0.23	0.56	
MACS2	Combo13	mean_Ex_bin100_P0.5	0.61	0.75	1.03	0.61	0.84	SYSY	0.23	0.56	
MeRIPtools	Combo12	mean_Ex_bin0_P0.5	0.61	0.07	1.04	0.61	0.84	SYSY	0.23	0.56	
exomePeak2	Combo19	mean_Tx_bin50_P1	0.61	0.69	1.03	0.61	0.84	SYSY	0.23	0.56	
MACS2	Combo45	mean_Ex_bin100_P0.5	0.61	0.78	1.08	0.61	0.84	SYSY	0.23	0.56	
TRESS	Combo40	mean_Tx_bin100_P0.5	0.61	0.7	1.1	0.61	0.84	SYSY	0.23	0.56	
TRESS	Combo67	mean_Ex_bin100_P0.5	0.62	0.48	1.08	0.62	0.84	SYSY	0.22	0.56	
MACS2	Combo13	mean_Ex_bin100_P0.5	0.62	0.75	1.03	0.62	0.84	SYSY	0.22	0.56	
MeRIPtools	Combo12	mean_Ex_bin0_P0.5	0.62	0.07	1.04	0.62	0.84	SYSY	0.22	0.56	
exomePeak2	Combo19	mean_Tx_bin50_P1	0.62	0.69	1.03	0.62	0.84	SYSY	0.22	0.56	
MACS2	Combo45	mean_Ex_bin100_P0.5	0.62	0.78	1.08	0.62	0.84	SYSY	0.22	0.56	
TRESS	Combo40	mean_Tx_bin100_P0.5	0.62	0.72	1.09	0.62	0.84	SYSY	0.22	0.56	
TRESS	Combo67	mean_Ex_bin100_P0.5	0.63	0.48	1.08	0.63	0.84	SYSY	0.21	0.56	
MACS2	Combo13	mean_Ex_bin100_P0.5	0.63	0.75	1.03	0.63	0.84	SYSY	0.21	0.56	
MeRIPtools	Combo12	mean_Ex_bin0_P0.5	0.63	0.07	1.04	0.63	0.84	SYSY	0.21	0.56	
exomePeak2	Combo19	mean_Tx_bin50_P1	0.63	0.69	1.03	0.63	0.84	SYSY	0.21	0.56	
MACS2	Combo45	mean_Ex_bin100_P0.5	0.63	0.78	1.05	0.63	0.84	SYSY	0.21	0.56	
TRESS	Combo40	mean_Tx_bin100_P0.5	0.63	0.72	1.08	0.63	0.84	SYSY	0.21	0.56	
TRESS	Combo67	mean_Ex_bin100_P0.5	0.64	0.48	1.08	0.64	0.84	SYSY	0.2	0.56	
MACS2	Combo13	mean_Ex_bin100_P0.5	0.64	0.75	1.03	0.64	0.84	SYSY	0.2	0.56	
MeRIPtools	Combo12	mean_Ex_bin0_P0.5	0.64	0.07	1.04	0.64	0.84	SYSY	0.2	0.56	
exomePeak2	Combo19	mean_Tx_bin50_P1	0.64	0.69	1.03	0.64	0.84	SYSY	0.2	0.56	
MACS2	Combo45	mean_Ex_bin100_P0.5	0.64	0.8	1.02	0.64	0.84	SYSY	0.2	0.56	
TRESS	Combo40	mean_Tx_bin100_P0.5	0.64	0.72	1.07	0.64	0.84	SYSY	0.2	0.56	
TRESS	Combo67	mean_Ex_bin100_P0.5	0.65	0.48	1.08	0.65	0.84	SYSY	0.19	0.56	
MACS2	Combo13	mean_Ex_bin100_P0.5	0.65	0.75	1.03	0.65	0.84	SYSY	0.19	0.56	
MeRIPtools	Combo12	mean_Ex_bin0_P0.5	0.65	0.07	1.04	0.65	0.84	SYSY	0.19	0.56	
exomePeak2	Combo19	mean_Tx_bin50_P1	0.65	0.69	1.03	0.65	0.84	SYSY	0.19	0.56	
MACS2	Combo45	mean_Ex_bin100_P0.5	0.65	0.8	1.02	0.65	0.84	SYSY	0.19	0.56	
TRESS	Combo40	mean_Tx_bin100_P0.5	0.65	0.72	1.06	0.65	0.84	SYSY	0.19	0.56	
TRESS	Combo67	mean_Ex_bin100_P0.5	0.66	0.48	1.08	0.66	0.84	SYSY	0.18	0.56	
MACS2	Combo13	mean_Ex_bin100_P0.5	0.66	0.75	1.03	0.66	0.84	SYSY	0.18	0.56	
MeRIPtools	Combo12	mean_Ex_bin0_P0.5	0.66	0.07	1.04	0.66	0.84	SYSY	0.18	0.56	
exomePeak2	Combo19	mean_Tx_bin50_P1	0.66	0.69	1.03	0.66	0.84	SYSY	0.18	0.56	
MACS2	Combo45	mean_Ex_bin100_P0.5	0.66	0.8	1.02	0.66	0.84	SYSY	0.18	0.56	
TRESS	Combo40	mean_Tx_bin100_P0.5	0.66	0.72	1.04	0.66	0.84	SYSY	0.18	0.56	
TRESS	Combo67	mean_Ex_bin100_P0.5	0.67	0.48	1.08	0.67	0.85	SYSY	0.18	0.56	
MACS2	Combo13	mean_Ex_bin100_P0.5	0.67	0.75	1.03	0.67	0.85	SYSY	0.18	0.56	
MeRIPtools	Combo12	mean_Ex_bin0_P0.5	0.67	0.07	1.04	0.67	0.85	SYSY	0.18	0.56	
exomePeak2	Combo19	mean_Tx_bin50_P1	0.67	0.69	1.03	0.67	0.85	SYSY	0.18	0.56	
MACS2	Combo45	mean_Ex_bin100_P0.5	0.67	0.8	1.02	0.67	0.85	SYSY	0.18	0.56	
TRESS	Combo40	mean_Tx_bin100_P0.5	0.67	0.72	1.02	0.67	0.85	SYSY	0.18	0.56	
TRESS	Combo67	mean_Ex_bin100_P0.5	0.68	0.48	1.08	0.68	0.86	SYSY	0.18	0.56	
MACS2	Combo13	mean_Ex_bin100_P0.5	0.68	0.75	1.03	0.68	0.86	SYSY	0.18	0.56	
MeRIPtools	Combo12	mean_Ex_bin0_P0.5	0.68	0.07	1.04	0.68	0.86	SYSY	0.18	0.56	
exomePeak2	Combo19	mean_Tx_bin50_P1	0.68	0.69	1.03	0.68	0.86	SYSY	0.18	0.56	
MACS2	Combo45	mean_Ex_bin100_P0.5	0.68	0.8	1.02	0.68	0.86	SYSY	0.18	0.56	
TRESS	Combo40	mean_Tx_bin100_P0.5	0.68	0.72	1.02	0.68	0.86	SYSY	0.18	0.56	
TRESS	Combo67	mean_Ex_bin100_P0.5	0.69	0.48	1.08	0.69	0.86	SYSY	0.17	0.56	
MACS2	Combo13	mean_Ex_bin100_P0.5	0.69	0.75	1.03	0.69	0.86	SYSY	0.17	0.56	
MeRIPtools	Combo12	mean_Ex_bin0_P0.5	0.69	0.07	1.04	0.69	0.86	SYSY	0.17	0.56	
exomePeak2	Combo19	mean_Tx_bin50_P1	0.69	0.69	1.03	0.69	0.86	SYSY	0.17	0.56	
MACS2	Combo45	mean_Ex_bin100_P0.5	0.69	0.8	1.02	0.69	0.86	SYSY	0.17	0.56	
TRESS	Combo40	mean_Tx_bin100_P0.5	0.69	0.72	1.02	0.69	0.86	SYSY	0.17	0.56	
TRESS	Combo67	mean_Ex_bin100_P0.5	0.7	0.48	1.08	0.7	0.86	SYSY	0.16	0.56	
MACS2	Combo13	mean_Ex_bin100_P0.5	0.7	0.75	1.03	0.7	0.86	SYSY	0.16	0.56	
MeRIPtools	Combo12	mean_Ex_bin0_P0.5	0.7	0.07	1.04	0.7	0.86	SYSY	0.16	0.56	
exomePeak2	Combo19	mean_Tx_bin50_P1	0.7	0.69	0.92	0.7	0.86	SYSY	0.16	0.56	
MACS2	Combo45	mean_Ex_bin100_P0.5	0.7	0.8	1.02	0.7	0.86	SYSY	0.16	0.56	
TRESS	Combo40	mean_Tx_bin100_P0.5	0.7	0.72	1.02	0.7	0.86	SYSY	0.16	0.56	
TRESS	Combo67	mean_Ex_bin100_P0.5	0.71	0.48	1.08	0.71	0.86	SYSY	0.15	0.56	
MACS2	Combo13	mean_Ex_bin100_P0.5	0.71	0.75	1.03	0.71	0.86	SYSY	0.15	0.56	
MeRIPtools	Combo12	mean_Ex_bin0_P0.5	0.71	0.07	1.04	0.71	0.86	SYSY	0.15	0.56	
exomePeak2	Combo19	mean_Tx_bin50_P1	0.71	0.69	0.92	0.71	0.86	SYSY	0.15	0.56	
MACS2	Combo45	mean_Ex_bin100_P0.5	0.71	0.8	1.02	0.71	0.86	SYSY	0.15	0.56	
TRESS	Combo40	mean_Tx_bin100_P0.5	0.71	0.72	1.02	0.71	0.86	SYSY	0.15	0.56	
TRESS	Combo67	mean_Ex_bin100_P0.5	0.72	0.48	1.08	0.72	0.86	SYSY	0.14	0.56	
MACS2	Combo13	mean_Ex_bin100_P0.5	0.72	0.75	1.03	0.72	0.86	SYSY	0.14	0.56	
MeRIPtools	Combo12	mean_Ex_bin0_P0.5	0.72	0.07	1.04	0.72	0.86	SYSY	0.14	0.56	
exomePeak2	Combo19	mean_Tx_bin50_P1	0.72	0.69	0.92	0.72	0.86	SYSY	0.14	0.56	
MACS2	Combo45	mean_Ex_bin100_P0.5	0.72	0.8	1.02	0.72	0.86	SYSY	0.14	0.56	
TRESS	Combo40	mean_Tx_bin100_P0.5	0.72	0.72	1.02	0.72	0.86	SYSY	0.14	0.56	
TRESS	Combo67	mean_Ex_bin100_P0.5	0.73	0.48	1.08	0.73	0.86	SYSY	0.13	0.56	
MACS2	Combo13	mean_Ex_bin100_P0.5	0.73	0.75	1.03	0.73	0.86	SYSY	0.13	0.56	
MeRIPtools	Combo12	mean_Ex_bin0_P0.5	0.73	0.07	0.99	0.73	0.86	SYSY	0.13	0.56	
exomePeak2	Combo19	mean_Tx_bin50_P1	0.73	0.69	0.92	0.73	0.86	SYSY	0.13	0.56	
MACS2	Combo45	mean_Ex_bin100_P0.5	0.73	0.8	1.02	0.73	0.86	SYSY	0.13	0.56	
TRESS	Combo40	mean_Tx_bin100_P0.5	0.73	0.72	1.02	0.73	0.86	SYSY	0.13	0.56	
TRESS	Combo67	mean_Ex_bin100_P0.5	0.74	0.48	1.08	0.74	0.86	SYSY	0.12	0.56	
MACS2	Combo13	mean_Ex_bin100_P0.5	0.74	0.75	1.03	0.74	0.86	SYSY	0.12	0.56	
MeRIPtools	Combo12	mean_Ex_bin0_P0.5	0.74	0.07	0.99	0.74	0.86	SYSY	0.12	0.56	
exomePeak2	Combo19	mean_Tx_bin50_P1	0.74	0.69	0.92	0.74	0.86	SYSY	0.12	0.56	
MACS2	Combo45	mean_Ex_bin100_P0.5	0.74	0.8	1.02	0.74	0.86	SYSY	0.12	0.56	
TRESS	Combo40	mean_Tx_bin100_P0.5	0.74	0.72	1.02	0.74	0.86	SYSY	0.12	0.56	
TRESS	Combo67	mean_Ex_bin100_P0.5	0.75	0.48	1.08	0.75	0.86	SYSY	0.11	0.56	
MACS2	Combo13	mean_Ex_bin100_P0.5	0.75	0.75	1.03	0.75	0.86	SYSY	0.11	0.56	
MeRIPtools	Combo12	mean_Ex_bin0_P0.5	0.75	0.07	0.94	0.75	0.86	SYSY	0.11	0.56	
exomePeak2	Combo19	mean_Tx_bin50_P1	0.75	0.69	0.92	0.75	0.86	SYSY	0.11	0.56	
MACS2	Combo45	mean_Ex_bin100_P0.5	0.75	0.8	1.02	0.75	0.86	SYSY	0.11	0.56	
TRESS	Combo40	mean_Tx_bin100_P0.5	0.75	0.72	1.02	0.75	0.86	SYSY	0.11	0.56	
TRESS	Combo67	mean_Ex_bin100_P0.5	0.76	0.48	1.08	0.76	0.86	SYSY	0.1	0.56	
MACS2	Combo13	mean_Ex_bin100_P0.5	0.76	0.75	1.03	0.76	0.86	SYSY	0.1	0.56	
MeRIPtools	Combo12	mean_Ex_bin0_P0.5	0.76	0.07	0.83	0.76	0.86	SYSY	0.1	0.56	
exomePeak2	Combo19	mean_Tx_bin50_P1	0.76	0.69	0.92	0.76	0.86	SYSY	0.1	0.56	
MACS2	Combo45	mean_Ex_bin100_P0.5	0.76	0.8	1.02	0.76	0.86	SYSY	0.1	0.56	
TRESS	Combo40	mean_Tx_bin100_P0.5	0.76	0.72	1.02	0.76	0.86	SYSY	0.1	0.56	
TRESS	Combo67	mean_Ex_bin100_P0.5	0.77	0.48	1.08	0.77	0.86	SYSY	0.09	0.56	
MACS2	Combo13	mean_Ex_bin100_P0.5	0.77	0.75	1.03	0.77	0.86	SYSY	0.09	0.56	
MeRIPtools	Combo12	mean_Ex_bin0_P0.5	0.77	0.07	0.18	0.77	0.86	SYSY	0.09	0.56	
exomePeak2	Combo19	mean_Tx_bin50_P1	0.77	0.69	0.92	0.77	0.86	SYSY	0.09	0.56	
MACS2	Combo45	mean_Ex_bin100_P0.5	0.77	0.8	1.02	0.77	0.86	SYSY	0.09	0.56	
TRESS	Combo40	mean_Tx_bin100_P0.5	0.77	0.72	1.02	0.77	0.86	SYSY	0.09	0.56	
TRESS	Combo67	mean_Ex_bin100_P0.5	0.78	0.48	1	0.78	0.86	SYSY	0.08	0.56	
MACS2	Combo13	mean_Ex_bin100_P0.5	0.78	0.75	1.03	0.78	0.86	SYSY	0.08	0.56	
MeRIPtools	Combo12	mean_Ex_bin0_P0.5	0.78	0.07	0.18	0.78	0.86	SYSY	0.08	0.56	
exomePeak2	Combo19	mean_Tx_bin50_P1	0.78	0.69	0.92	0.78	0.86	SYSY	0.08	0.56	
MACS2	Combo45	mean_Ex_bin100_P0.5	0.78	0.8	1.02	0.78	0.86	SYSY	0.08	0.56	
TRESS	Combo40	mean_Tx_bin100_P0.5	0.78	0.72	1.02	0.78	0.86	SYSY	0.08	0.56	
TRESS	Combo67	mean_Ex_bin100_P0.5	0.79	0.48	0.34	0.79	0.86	SYSY	0.07	0.56	
MACS2	Combo13	mean_Ex_bin100_P0.5	0.79	0.76	0.92	0.79	0.86	SYSY	0.07	0.56	
MeRIPtools	Combo12	mean_Ex_bin0_P0.5	0.79	0.07	0.18	0.79	0.86	SYSY	0.07	0.56	
exomePeak2	Combo19	mean_Tx_bin50_P1	0.79	0.69	0.92	0.79	0.86	SYSY	0.07	0.56	
MACS2	Combo45	mean_Ex_bin100_P0.5	0.79	0.8	1.02	0.79	0.86	SYSY	0.07	0.56	
TRESS	Combo40	mean_Tx_bin100_P0.5	0.79	0.72	1.02	0.79	0.86	SYSY	0.07	0.56	
TRESS	Combo67	mean_Ex_bin100_P0.5	0.8	0.48	0.34	0.8	0.86	SYSY	0.06	0.56	
MACS2	Combo13	mean_Ex_bin100_P0.5	0.8	0.76	0.92	0.8	0.86	SYSY	0.06	0.56	
MeRIPtools	Combo12	mean_Ex_bin0_P0.5	0.8	0.07	0.18	0.8	0.86	SYSY	0.06	0.56	
exomePeak2	Combo19	mean_Tx_bin50_P1	0.8	0.69	0.92	0.8	0.86	SYSY	0.06	0.56	
MACS2	Combo45	mean_Ex_bin100_P0.5	0.8	0.8	1.02	0.8	0.86	SYSY	0.06	0.56	
TRESS	Combo40	mean_Tx_bin100_P0.5	0.8	0.72	1.02	0.8	0.86	SYSY	0.06	0.56	
TRESS	Combo67	mean_Ex_bin100_P0.5	0.81	0.48	0.34	0.81	0.86	SYSY	0.0499999999999999	0.56	
MACS2	Combo13	mean_Ex_bin100_P0.5	0.81	0.78	0.09	0.81	0.86	SYSY	0.0499999999999999	0.56	
MeRIPtools	Combo12	mean_Ex_bin0_P0.5	0.81	0.07	0.18	0.81	0.86	SYSY	0.0499999999999999	0.56	
exomePeak2	Combo19	mean_Tx_bin50_P1	0.81	0.69	0.92	0.81	0.86	SYSY	0.0499999999999999	0.56	
MACS2	Combo45	mean_Ex_bin100_P0.5	0.81	0.8	1.02	0.81	0.86	SYSY	0.0499999999999999	0.56	
TRESS	Combo40	mean_Tx_bin100_P0.5	0.81	0.72	1.02	0.81	0.86	SYSY	0.0499999999999999	0.56	
TRESS	Combo67	mean_Ex_bin100_P0.5	0.82	0.48	0.34	0.82	0.86	SYSY	0.04	0.56	
MACS2	Combo13	mean_Ex_bin100_P0.5	0.82	0.78	0.09	0.82	0.86	SYSY	0.04	0.56	
MeRIPtools	Combo12	mean_Ex_bin0_P0.5	0.82	0.07	0.18	0.82	0.86	SYSY	0.04	0.56	
exomePeak2	Combo19	mean_Tx_bin50_P1	0.82	0.69	0.92	0.82	0.86	SYSY	0.04	0.56	
MACS2	Combo45	mean_Ex_bin100_P0.5	0.82	0.8	1.02	0.82	0.86	SYSY	0.04	0.56	
TRESS	Combo40	mean_Tx_bin100_P0.5	0.82	0.72	1.02	0.82	0.86	SYSY	0.04	0.56	
TRESS	Combo67	mean_Ex_bin100_P0.5	0.83	0.48	0.34	0.83	0.88	SYSY	0.05	0.56	
MACS2	Combo13	mean_Ex_bin100_P0.5	0.83	0.78	0.09	0.83	0.88	SYSY	0.05	0.56	
MeRIPtools	Combo12	mean_Ex_bin0_P0.5	0.83	0.07	0.18	0.83	0.88	SYSY	0.05	0.56	
exomePeak2	Combo19	mean_Tx_bin50_P1	0.83	0.69	0.92	0.83	0.88	SYSY	0.05	0.56	
MACS2	Combo45	mean_Ex_bin100_P0.5	0.83	0.8	0.93	0.83	0.88	SYSY	0.05	0.56	
TRESS	Combo40	mean_Tx_bin100_P0.5	0.83	0.72	1.02	0.83	0.88	SYSY	0.05	0.56	
TRESS	Combo67	mean_Ex_bin100_P0.5	0.84	0.48	0.34	0.84	0.88	SYSY	0.04	0.56	
MACS2	Combo13	mean_Ex_bin100_P0.5	0.84	0.78	0.09	0.84	0.88	SYSY	0.04	0.56	
MeRIPtools	Combo12	mean_Ex_bin0_P0.5	0.84	0.07	0.18	0.84	0.88	SYSY	0.04	0.56	
exomePeak2	Combo19	mean_Tx_bin50_P1	0.84	0.69	0.92	0.84	0.88	SYSY	0.04	0.56	
MACS2	Combo45	mean_Ex_bin100_P0.5	0.84	0.82	0.09	0.84	0.88	SYSY	0.04	0.56	
TRESS	Combo40	mean_Tx_bin100_P0.5	0.84	0.72	1	0.84	0.88	SYSY	0.04	0.56	
TRESS	Combo67	mean_Ex_bin100_P0.5	0.85	0.48	0.34	0.85	0.88	SYSY	0.03	0.56	
MACS2	Combo13	mean_Ex_bin100_P0.5	0.85	0.78	0.09	0.85	0.88	SYSY	0.03	0.56	
MeRIPtools	Combo12	mean_Ex_bin0_P0.5	0.85	0.07	0.18	0.85	0.88	SYSY	0.03	0.56	
exomePeak2	Combo19	mean_Tx_bin50_P1	0.85	0.69	0.92	0.85	0.88	SYSY	0.03	0.56	
